user,song,play_count,rate
a8f2a047d194d46d1631b8138529de1febfcbbd5,SOULTKQ12AB018A183,27,15
a8f2a047d194d46d1631b8138529de1febfcbbd5,SOWCKVR12A8C142411,25,15
a8f2a047d194d46d1631b8138529de1febfcbbd5,SOWKQYL12AB0183B15,26,15
a8f2a047d194d46d1631b8138529de1febfcbbd5,SOWNVIV12AB0184846,28,15
a8f2a047d194d46d1631b8138529de1febfcbbd5,SOXFPND12AB017C9D1,23,15
a8f2a047d194d46d1631b8138529de1febfcbbd5,SOYGHUM12AB018139C,107,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOBONKR12A58A7A7E0,12,12
5bf800bef870a6c00532a1e67a15a715f80a7184,SODJWHY12A8C142CCE,9,9
5bf800bef870a6c00532a1e67a15a715f80a7184,SOFKABN12A8AE476C6,16,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOFRCGW12A81C21EA6,13,13
5bf800bef870a6c00532a1e67a15a715f80a7184,SOFRQTD12A81C233C0,16,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOGPBAW12A6D4F9F22,15,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOGPNGN12A8C143969,30,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOHTKMO12AB01843B0,72,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOISNSU12AC468C0D8,23,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOKMHKY12AF72AB079,22,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOLFXKT12AB017E3E0,12,12
5bf800bef870a6c00532a1e67a15a715f80a7184,SOLGPOU12A58A7EA20,22,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOLLNTU12A6701CFDC,14,14
5bf800bef870a6c00532a1e67a15a715f80a7184,SOLWZVR12AB01849C6,23,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SONMOVN12A8C13C0C9,42,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SONOYIB12A81C1F88C,12,12
5bf800bef870a6c00532a1e67a15a715f80a7184,SONQEYS12AF72AABC9,138,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SONYKOW12AB01849C9,10,10
5bf800bef870a6c00532a1e67a15a715f80a7184,SOOLYZQ12A6D4FA5B7,15,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOQTFOR12A6D4F612A,11,11
5bf800bef870a6c00532a1e67a15a715f80a7184,SOTWNDJ12A8C143984,17,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOUDGEV12A8C135FC9,15,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOUFPNI12A8C142D19,17,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOUFTBI12AB0183F65,46,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOURVJI12A58A7F353,14,14
5bf800bef870a6c00532a1e67a15a715f80a7184,SOVALQH12AB0189114,13,13
5bf800bef870a6c00532a1e67a15a715f80a7184,SOWCKVR12A8C142411,29,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOWRREB12A6D4FA7CB,8,8
5bf800bef870a6c00532a1e67a15a715f80a7184,SOWYYUQ12A6701D68D,5,5
5bf800bef870a6c00532a1e67a15a715f80a7184,SOXEGBZ12A679AE53D,16,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOXQWUS12A58A7B236,6,6
5bf800bef870a6c00532a1e67a15a715f80a7184,SOXQYSC12A6310E908,18,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOZVCRW12A67ADA0B7,66,15
5bf800bef870a6c00532a1e67a15a715f80a7184,SOZVVRE12A8C143150,25,15
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOAUWYT12A81C206F1,10,10
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOBOUPA12A6D4F81F1,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SODCNJX12A6D4F93CB,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOEGIYH12A6D4FC0E3,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOFLJQZ12A6D4FADA6,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOIZFTE12AB0186842,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOLARJV12AB018306B,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOMGIYR12AB0187973,14,14
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOMGVYU12A8C1314FF,7,7
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOMMONH12A6D4F41CD,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOPLAHV12A8C13D110,4,4
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOPUCYA12A8C13A694,11,11
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOQCGHN12AB0181246,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOQJHUW12AB0188A24,5,5
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOQJLWB12A6701E7B3,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOSJDQJ12A8C13D4A9,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOSXLTC12AF72A7F54,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOSYOHI12A8C144584,12,12
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOTCMDJ12A6D4F8528,4,4
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOTKNTF12A8C144A0D,2,2
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOUFTBI12AB0183F65,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOWAACZ12A8C135AC1,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOXJHPY12AF72A5227,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOYFMNU12AB0181435,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOYIEGB12A6D4F8C07,1,1
4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOZFYTZ12AB018565D,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOAUWYT12A81C206F1,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOBONKR12A58A7A7E0,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOBOUPA12A6D4F81F1,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOCVTLJ12A6310F0FD,7,7
db6a78c78c9239aba33861dae7611a6893fb27d5,SODCNJX12A6D4F93CB,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SODGVGW12AC9075A8D,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SOEBOWM12AB017F279,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOEGIYH12A6D4FC0E3,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOEYVHS12AB0181D31,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOFCPOU12A8C13BF40,11,11
db6a78c78c9239aba33861dae7611a6893fb27d5,SOFGJCW12AF72A812D,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOFKABN12A8AE476C6,7,7
db6a78c78c9239aba33861dae7611a6893fb27d5,SOGPNGN12A8C143969,5,5
db6a78c78c9239aba33861dae7611a6893fb27d5,SOHFJAQ12AB017E4AF,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOHTKMO12AB01843B0,24,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SOHZPIK12A58A7CCAE,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOIROON12A6701E0B8,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOIZFTE12AB0186842,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOJGSIO12A8C141DBF,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOJMUUU12A8C137A4F,19,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SOKEYJQ12A6D4F6132,7,7
db6a78c78c9239aba33861dae7611a6893fb27d5,SOKKKZW12A6D4F7F88,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOKLRPJ12A8C13C3FE,5,5
db6a78c78c9239aba33861dae7611a6893fb27d5,SOKUAGP12A8C133B94,5,5
db6a78c78c9239aba33861dae7611a6893fb27d5,SOKUECJ12A6D4F6129,10,10
db6a78c78c9239aba33861dae7611a6893fb27d5,SOKXYUW12A8C140229,14,14
db6a78c78c9239aba33861dae7611a6893fb27d5,SOKZZGT12A67ADA4C3,8,8
db6a78c78c9239aba33861dae7611a6893fb27d5,SOLFXKT12AB017E3E0,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SOLGLUC12AB018A8FA,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOLGPOU12A58A7EA20,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOLRPJX12A58A79808,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOLZEED12A6D4FA8C9,13,13
db6a78c78c9239aba33861dae7611a6893fb27d5,SOMCAFM12A58A7B024,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOMCMKG12A8C1347BF,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOMDVSL12A6D4F7230,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOMGIYR12AB0187973,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOMGVYU12A8C1314FF,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOMJFPG12A58A7DD95,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOMLYJD12A58A7B155,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOMMONH12A6D4F41CD,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOMOFOP12AB01825DD,12,12
db6a78c78c9239aba33861dae7611a6893fb27d5,SOMRYYN12A6310F0F3,12,12
db6a78c78c9239aba33861dae7611a6893fb27d5,SOMWCVL12AF729E81A,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOMYXWV12A8C14232E,11,11
db6a78c78c9239aba33861dae7611a6893fb27d5,SONOYIB12A81C1F88C,18,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SONQCXC12A6D4F6A37,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SONWUZV12AB0180BAD,29,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SOOALOT12A8C13ABD9,16,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SOODHLO12AF72A1980,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOOFYTN12A6D4F9B35,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOOGBWC12A8C140B96,7,7
db6a78c78c9239aba33861dae7611a6893fb27d5,SOONUTJ12A6701D7B4,12,12
db6a78c78c9239aba33861dae7611a6893fb27d5,SOOTKWZ12AB0181082,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOOWPBJ12A8C137FB4,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOPABZM12A6D4FC668,7,7
db6a78c78c9239aba33861dae7611a6893fb27d5,SOPDRWC12A8C141DDE,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SOPEOGA12AB017B694,8,8
db6a78c78c9239aba33861dae7611a6893fb27d5,SOPFVER12AB0180FEF,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOPJULC12A6D4F667F,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOPKPFW12A6D4F84BC,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOPSOHT12A67AE0235,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOPUCYA12A8C13A694,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOPXKYD12A6D4FA876,7,7
db6a78c78c9239aba33861dae7611a6893fb27d5,SOQCGHN12AB0181246,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOQCNFV12A6701D92A,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOQGSUC12A8C13B66D,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOQGVCS12AF72A078D,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOQLFRX12A6D4F9200,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOQLFVE12AB017E74E,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOQNOAF12A8151AB86,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOQTFOR12A6D4F612A,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOQWSHS12A6701C576,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SOQWYAQ12A6D4FB9A3,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOQWZAB12AB017C6F7,5,5
db6a78c78c9239aba33861dae7611a6893fb27d5,SOQZYQH12A8AE468E5,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOREBOB12A6D4F7986,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SORGRVL12A6310F105,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SORJBJB12A8C13E711,29,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SORJICW12A8C13640D,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SORVLRC12A8151E078,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSCDWE12AB01823C4,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSCIZP12AB0181D2F,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSELMV12A6D4FCF5A,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSGBJB12A6D4FCDEC,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSHVEI12AF729AF6B,5,5
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSINBC12A67ADAEF6,14,14
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSJRJP12A6D4F826F,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSJSSU12A6D4F8F41,5,5
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSLQGG12A6D4F5045,8,8
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSNOSA12A67ADA05B,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSNTSY12AF72A7B43,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSQQGF12A6310F0FB,5,5
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSRCCU12A67ADA089,5,5
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSUUQF12A6D4F8B2A,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSVDRD12A67ADAEF1,17,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSVPIE12A6D4FA873,7,7
db6a78c78c9239aba33861dae7611a6893fb27d5,SOSXLTC12AF72A7F54,10,10
db6a78c78c9239aba33861dae7611a6893fb27d5,SOTCMDJ12A6D4F8528,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOTEFFR12A8C144765,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOTEKMT12A67AD954E,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SOTFIPT12A6701F2FA,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOTHQRU12A58A78698,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOTIDKX12A6D4FA7EA,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOTKMXA12A6D4F672F,17,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SOTRQEJ12AF72A45D7,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SOTWWEV12AC9074E6F,23,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUBXSF12A6701D23C,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUCBEB12A6310E1F9,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUCKDH12A8C138FF5,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUDLVN12AAFF43658,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUFTBI12AB0183F65,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUGCDK12AC95F075F,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUKJBT12A6701C4D6,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUKMKR12A8C141925,14,14
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUNJIO12AB0181339,20,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUNZHU12A8AE47481,10,10
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUODFE12A58A80347,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUPMLF12A6701EAFE,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUSZSW12AB01800C2,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOUXNNU12A67020A48,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOVBRCP12A6701D7B5,12,12
db6a78c78c9239aba33861dae7611a6893fb27d5,SOVDYZE12A58A7AA62,14,14
db6a78c78c9239aba33861dae7611a6893fb27d5,SOVFBUL12A58A7B498,7,7
db6a78c78c9239aba33861dae7611a6893fb27d5,SOVHFMK12A679AE565,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOVIZNF12AF72A710A,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOVMCAR12AF72A1268,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOVNVRF12A8C14477B,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOVVRDZ12A6701C577,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOVWADY12AB0189C63,16,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SOVWBYM12A6D4F8A22,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOVXCNA12A58A7881A,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOVYNVS12AC3DF64AB,20,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SOVZHYS12A8C14663F,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SOWCBKV12AC90732A6,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SOWCKVR12A8C142411,11,11
db6a78c78c9239aba33861dae7611a6893fb27d5,SOWEHOM12A6BD4E09E,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOWEJXA12A6701C574,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOWGIBZ12A8C136A2E,8,8
db6a78c78c9239aba33861dae7611a6893fb27d5,SOWNIUS12A8C142815,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SOWOAXK12A6310D81F,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOWPASM12A8C142B88,25,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SOWQJUV12A6701FA45,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOWRMTT12A8C137064,8,8
db6a78c78c9239aba33861dae7611a6893fb27d5,SOWRREB12A6D4FA7CB,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOWWCNJ12A81C1FFA5,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOXBCZH12A67ADAD77,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOXBZEQ12A8C14307F,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SOXGIWN12A6310E0D8,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOXGQEM12AB0181D35,7,7
db6a78c78c9239aba33861dae7611a6893fb27d5,SOXHIDK12A58A7CFB3,10,10
db6a78c78c9239aba33861dae7611a6893fb27d5,SOXHYWX12A8C142CE8,11,11
db6a78c78c9239aba33861dae7611a6893fb27d5,SOXKFRI12A8C137A5F,9,9
db6a78c78c9239aba33861dae7611a6893fb27d5,SOXLKNJ12A58A7E09A,13,13
db6a78c78c9239aba33861dae7611a6893fb27d5,SOXLOQG12AF72A2D55,11,11
db6a78c78c9239aba33861dae7611a6893fb27d5,SOXQROF12AB0186B1D,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOXTTHY12A8C137072,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYDTRQ12AF72A3D61,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYEQLD12AB017C713,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYFMNU12AB0181435,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYGKNI12AB0187E6E,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYHHCO12AB01891DA,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYIYFF12A6701D22F,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYJPNY12AB01869CC,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYKNUX12A58A7B1C6,5,5
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYPRBR12A8C14396C,8,8
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYQQAC12A6D4FD59E,9,9
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYRAHL12A6310D821,8,8
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYSADG12A8AE47F2C,5,5
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYVFTH12A67020868,14,14
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYWTUB12A8C13B429,12,12
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYYCTP12AB017E29C,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYYJMW12A6D4F8636,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOYYKLS12A8C134802,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZAPQT12A8C142821,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZARJQ12A6D4F66CE,23,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZAZZK12A6701F98D,2,2
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZBZFF12A6310F12D,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZCDWG12A6D4F81E1,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZDTJE12A6701F2FE,43,15
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZEBAZ12AF72A80C8,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZHUUI12A6701D7B6,8,8
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZMEWR12A6701EBD9,6,6
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZOIUU12A67ADFA39,7,7
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZOWON12A67ADA091,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZSZTY12A8C13B693,4,4
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZUPDR12A8C137FB6,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZUVYE12AB017CA2D,1,1
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZVCRW12A67ADA0B7,5,5
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZVSSP12AB01819DE,8,8
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZXKIA12A6D4F861C,3,3
db6a78c78c9239aba33861dae7611a6893fb27d5,SOZYDZR12A8C13F4F0,2,2
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOAXGDH12A8C13F8A1,1,1
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SODGVGW12AC9075A8D,42,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOFGJCW12AF72A812D,31,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOFRCGW12A81C21EA6,30,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOFRQTD12A81C233C0,1,1
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOGCWUH12AC90732B0,4,4
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOGSAYQ12AB018BA14,4,4
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOGWJEY12AC9618862,53,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOIDDNJ12AC9071B90,37,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOLFXKT12AB017E3E0,32,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SONQEYS12AF72AABC9,2,2
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SONYKOW12AB01849C9,1,1
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOOJJCT12A6310E1C0,29,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOQNOAF12A8151AB86,48,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOTASGN12AC9075A8F,4,4
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOTCMDJ12A6D4F8528,1,1
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOTVJEN12A8C13B064,1,1
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOUGCDK12AC95F075F,53,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOUKMKR12A8C141925,90,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOVHKJL12AB017E2B2,141,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOVJHCB12A8AE4636E,1,1
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOVWADY12AB0189C63,51,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOWCBKV12AC90732A6,52,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOXBZEQ12A8C14307F,51,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOXMOQF12A6701FB8B,29,15
aebdf0f0f916d0a4c69bf9521c2edc354494112d,SOXNZOW12AB017F756,1,1
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOAUWYT12A81C206F1,1,1
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOAXGDH12A8C13F8A1,139,15
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOBONKR12A58A7A7E0,2,2
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SODJWHY12A8C142CCE,151,15
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOFRQTD12A81C233C0,11,11
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOGPBAW12A6D4F9F22,5,5
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOHTQAS12A6701C7BA,5,5
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOKUPAO12AB018D576,149,15
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOLFXKT12AB017E3E0,155,15
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOLGLUC12AB018A8FA,1,1
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SONYKOW12AB01849C9,154,15
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOOTKWZ12AB0181082,5,5
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOPQLBY12A6310E992,72,15
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SORMGEO12A8C14406D,4,4
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOTVLQY12A58A798C2,144,15
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOTWNDJ12A8C143984,153,15
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOUFPNI12A8C142D19,149,15
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOWCKVR12A8C142411,152,15
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOWRTJD12A8C132704,6,6
04ba112cdf196358a56d6bdbf453bb0b2eb50b1c,SOWYYUQ12A6701D68D,5,5
